lda_feature_1,target
-1.6445936541343267,0
1.8270342096395586,1
2.9598583263015223,1
0.5641019514639085,0
-3.0265228668005673,0
-2.945309300230116,0
-3.1150302929417335,0
2.8292059200793944,1
-3.094713138782472,0
-3.06432161808431,0
2.8508411810000585,1
-3.0202671181319176,0
-2.780585624031166,0
1.893995498543579,1
-2.932576175951621,0
2.5577347206978924,1
-2.5300772665295392,0
-3.6666435805624484,0
2.2673591351543627,1
-1.6351134052700762,0
-2.4896118792246003,0
2.708886750857372,1
3.1119032060133116,1
2.6177048609521862,1
2.3900867412949305,1
2.3749258506509747,1
-1.7500273432720597,0
-2.9809356645518954,0
-1.9917880285510752,0
-2.4786304928901495,0
3.5490778496847004,1
2.510885453166464,1
1.8328818502536433,1
2.1151339736700336,1
0.46743811482391884,1
-3.025939860842256,0
-3.089500321531576,0
2.7290811061352613,1
2.7257589324449145,1
-2.622887757314756,0
-2.9907123358061733,0
-3.0517738596099386,0
-5.59873509363792,0
-3.035944532573033,0
-1.6966305935903976,0
-3.155174511051588,0
-2.81841710752283,0
2.896065685895709,1
-0.11150246422739458,1
-3.136239459076872,0
0.16152548238118408,0
-2.3466246554053063,0
-2.930937624933141,0
0.5025617884749819,0
2.1540615854198073,1
2.1867667096811627,1
2.972072415546242,1
2.5395930312037307,1
-3.0603820205799708,0
2.5930584982033675,1
-3.0241399773387,0
2.1237332904355024,1
3.084505394450649,1
1.0081077762112716,1
3.002725206973879,1
2.795487234096021,1
2.32805340542761,1
2.3047411493080014,1
-2.171015900180019,0
2.525801751822068,1
-2.856687858253397,0
2.5824508905705854,1
-5.11789714195477,0
1.1812290163271633,1
-2.567289314416238,0
1.5955668959468483,1
2.7055036101161667,1
-3.038816807037553,0
-2.348483325831658,0
-3.0909096058099723,0
-3.0396088256310834,0
2.6376062922415326,1
-2.8433185778543786,0
0.6996035861996157,1
-1.4161980020655711,1
1.7582341620633335,1
0.8306690679443904,1
-3.10320945246347,0
-3.1354704506147315,0
-2.305132950360011,0
-3.108786369932439,0
2.17131015153341,1
-3.174436581490349,0
-3.0302431719693557,0
2.9420316902815684,1
0.021037928580983294,1
0.1749040026217007,1
2.951997867774923,1
2.938677121275099,1
4.054272338215566,1
-2.2163183090670926,0
-2.50574603789226,0
-1.6766296050461127,0
1.9239006103626144,1
2.77412076748569,1
1.8642519932333466,1
-3.137324837295806,0
2.991811280873318,1
0.09602485210862692,1
-3.0860147905896826,0
3.2329425787225556,1
2.463626169237768,1
1.5251087271983148,1
3.203481886660766,1
1.616628894459818,1
-2.245431385185992,0
-2.993457947677349,0
-2.3642634580388964,0
2.5628194782365887,1
2.3745978014748252,1
-3.1182467630536044,0
-2.5177046652191537,0
2.294586621469788,1
2.2780627349967753,1
2.3375113081409027,1
2.3167923483219783,1
-3.4825216984079694,0
3.1265768268090866,1
-3.1120106493778237,0
1.7417493668172892,1
2.6063272084408937,1
2.4041684110680936,1
1.722596116444903,1
2.7783028277002857,1
2.935856330551174,1
2.3560146882339774,1
-2.7688444098832474,0
-0.7573821843775697,0
2.4317707944201703,1
2.3526046538902494,1
0.8418126276788531,1
-0.3599308202217885,0
-3.106237045975416,0
2.440862272111596,1
-3.136320094424212,0
2.5309252512337994,1
-2.9495585015380135,0
-2.8440250179966333,0
1.4409413915830518,1
2.186689998972789,1
-1.3205741433815124,0
-1.4879388996729837,0
-0.909830705755746,0
-1.222137042099895,0
-3.10444263515099,0
-2.523888838120317,0
1.6788574483848808,1
2.280236318410469,1
-2.364893231438363,0
-2.9884075966051262,0
1.2553970999480402,0
2.966090324983368,1
-3.0630949543359196,0
0.1513837677283834,1
-2.085633683832736,0
-2.437475635020846,0
-3.0893806304087357,0
-3.139146997307059,0
0.7628814607197794,0
1.0913749869448237,1
-2.5071930875999864,0
3.082538043921303,1
-2.750542813815319,0
-3.134658958387911,0
-2.874981139020369,0
3.122844978669746,1
-2.508328121179676,0
-2.5022312815732013,0
-2.41969931488942,0
0.8784168727503086,1
2.404988598969847,1
2.0150329339838304,1
-3.0450858354250463,0
0.26993105603689693,1
-2.8704884350771382,0
-2.972735081470044,0
2.4934029660011467,1
2.030982359393056,1
2.395166185044151,1
2.1177635922441573,1
2.476338324725,1
2.9665407107954427,1
-1.108466200901096,1
-2.2865874066042573,0
2.1388920955365527,1
-3.0409274037185914,0
1.3152020276055294,1
-2.7471739066789294,0
2.8266336728942734,1
-3.1454221680924177,0
-2.778621238754878,0
-0.6983969074679719,0
0.17627219036752317,1
-1.3722327100753318,1
1.2525883404943683,1
-3.0164797816214395,0
1.7177177443912752,1
1.3249776438018077,1
-2.7579006746762755,0
-2.5715204458630625,0
-2.8794513558058497,0
2.969116788876694,1
-2.891809951230238,0
-3.0008496007710126,0
2.627674379744081,1
-2.5794077411629295,0
2.5088585114988113,1
-2.7146556360078242,0
2.8789011288896806,1
2.9265717957157853,1
-1.2049856282511928,0
-2.99621098099222,0
2.9472648015337177,1
-3.0854148574747216,0
-3.0083712988705695,0
-2.5505130935996863,0
0.5139557802112711,0
2.719736099183947,1
2.4646389863002196,1
1.9087191347945531,1
-2.531726730444365,0
2.8014536547018323,1
2.2077865484727695,1
2.958215397139536,1
-3.001690869779869,0
-2.5693271427959576,0
2.4813340102537005,1
-3.095122142693577,0
2.7133935707537638,1
2.9933240778871735,1
-2.718531268468977,0
3.0005908021060486,1
2.2452430426270573,0
2.7514649970721443,1
-2.7361664460818735,0
-2.942505311017953,0
1.5351600696312107,1
-2.8324215714512797,0
3.057778750696125,1
-1.2282412154449933,0
-2.2617049293521863,0
1.6716486741752579,1
-2.599568021708668,0
-3.0831612594225843,0
2.4835304472480297,1
-1.2523159132525261,0
-0.17422482594345107,1
3.0074301065615003,1
2.340489580106084,1
-2.9329032136909077,0
-0.9958901420266051,1
-3.1766789345998374,0
1.0907399731118927,1
-2.8409182065280376,0
-2.5826573484911832,0
-2.7246226856569815,0
2.8238967542330418,1
1.874592282747348,1
2.925808558568319,1
2.800834312502182,1
-2.7097788318096714,0
-3.6591822254461643,0
-3.1112234920720496,0
2.5866143364894,1
1.2590499243510425,1
2.7846416359377764,1
2.4633908683504586,1
2.5081813452170487,1
2.186729455415709,1
-2.442368761601812,0
2.767575977463594,1
2.4183401111163625,1
0.6720480026096421,1
2.7429328650309444,1
-0.5918558504974327,0
2.018525982222043,1
2.7232522828962122,1
2.172950152393661,1
-3.1301735156501524,0
-2.4918214674406536,0
2.811273401678077,1
2.889124149296257,1
2.835673510703922,1
2.0792695788324553,1
2.464308419364036,1
2.447551437027523,1
-1.3808667618323793,0
2.5258541565842747,1
-3.050160334309325,0
2.871776388023943,1
1.5472681962475094,1
2.716772793246131,1
2.9318937375692715,1
-2.418378053450003,0
-3.142950696728944,0
1.1269483350397775,1
2.061455048693303,1
-2.474108579159779,0
1.0338325207974137,0
-2.818939529486828,0
2.6506542355978286,1
-3.012295246837659,0
2.3656342012062654,1
1.568456245474058,1
2.9536588686064604,1
-2.433010146533889,0
-2.9102370266086957,0
-2.802139249344767,0
2.3448394908775785,1
-2.5381412773973344,0
1.4639316391862192,1
-2.995250563717978,0
-2.5537395747917935,0
-2.96674799989374,0
2.7947125915402675,1
1.8316162325800027,1
3.0847296781196127,1
-2.4553526506352257,0
1.9800898626953398,1
1.9789348992117828,1
2.1567748383763075,1
-0.7126505480331516,0
2.2923324361966,1
-2.7102748451142773,0
-2.4669179315280623,0
2.933119352458879,1
3.2269340359089367,1
1.4566897725114523,1
1.856933177617997,1
2.6347861410444318,1
2.519229626394104,1
-3.034095123115756,0
2.812822973469842,1
2.4540380235362522,1
-3.1259304147579927,0
-2.648127877856888,0
2.7328379444224433,1
-2.9963912591679627,0
-3.178194941949631,0
-2.6685906263450048,0
-1.0225754701664573,0
2.979407177785227,1
2.851894922672896,1
-1.4111263860614343,0
-3.1391849820188593,0
-2.9347477228639463,0
-3.1108767895882976,0
2.8457448755704964,1
-3.1250807078590768,0
0.11477736467535,1
-2.9455748321228774,0
-2.8835940177928396,0
-1.6635162501111986,0
1.1203855094445476,1
3.010033753161764,1
2.664986515765134,1
2.179106676163415,1
-2.709147301640363,0
-2.565587233166145,0
-2.882299569249635,0
2.4790081835053996,1
2.3727703581131054,1
-2.085832869707433,0
-2.193824330096288,0
-3.1162750259125542,0
2.9031341906571635,1
-0.07640490280346608,1
-1.1175887769287127,1
2.4798152686185353,1
-3.042695876309961,0
3.1387423700638424,1
2.842691789575263,1
3.254127234830779,1
-4.2345995547047,0
-2.931924975774797,0
